Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Directional Deformation (mm)
5581	-82.89130402	1.962152719	-62.12921524	4.985596661e-003
5582	-65.77683258	2.209995747	85.28163147	5.365517609e-003
5583	94.86465454	1.828761697	-35.55628967	2.73406622e-002
5584	15.51209068	1.671062112	-97.31539154	8.733462892e-003
5585	91.77008057	2.30044198	59.11650085	2.286359995e-002
5586	-10.51792049	2.055425167	104.6290817	7.328414085e-003
5587	86.03288269	1.680705786	-48.40504074	2.283250615e-002
5588	-37.61646652	4.521953583	-135.2278595	5.281294307e-003
5589	-30.7336235	4.544520378	-137.2446747	5.425451945e-003
5590	-15.97676277	4.483452797	-138.9654541	5.803346994e-003
5591	-7.295649529	4.460718632	-139.405014	6.017094165e-003
5592	4.148078918	4.706682682	-142.589386	6.070130894e-003
5593	9.840179443	4.670969009	-141.8694916	6.229172413e-003
5594	15.37001038	4.622765064	-140.7786255	6.408486115e-003
5595	20.62308311	4.583153248	-139.6092072	6.587311418e-003
5596	25.5839386	4.55997467	-138.4928741	6.762710655e-003
5597	30.28690529	4.561517715	-137.5606232	6.923637557e-003
5598	39.3307457	4.660441399	-136.5283203	7.177337011e-003
5599	43.3151207	4.576581478	-134.2267151	7.478487987e-003
5600	47.4650116	4.573412418	-132.7741699	7.708776138e-003
5601	55.37376404	4.469948292	-128.2695313	8.395205441e-003
5602	60.39814377	4.517937183	-126.6473999	8.72410692e-003
5603	65.54803467	4.551246643	-124.5298462	9.149100151e-003
5604	74.93907166	4.608325481	-119.951622	1.012223038e-002
5605	82.53030396	4.554613113	-114.0384827	1.144262751e-002
5606	85.96452332	4.509377003	-110.759201	1.223950767e-002
5607	89.31917572	4.444029331	-107.0073929	1.31944862e-002
5608	98.05400848	4.539235115	-100.7350311	1.525451171e-002
5609	102.3510132	4.549284935	-96.5485611	1.670308666e-002
5610	106.1181259	4.574672222	-92.87229919	1.809892092e-002
5611	109.224205	4.553156376	-88.77496338	1.964518742e-002
5612	111.7772598	4.540352821	-85.27542114	2.104271516e-002
5613	116.6341019	4.502994061	-77.66349792	2.424570084e-002
5614	118.9381409	4.503003597	-74.08700562	2.586967457e-002
5615	121.4238434	4.514838696	-70.23455048	2.770669744e-002
5616	126.6676407	4.59744978	-62.62149429	3.165094677e-002
5617	129.1949158	4.630959511	-58.24303055	3.389763151e-002
5618	130.8748169	4.618686676	-53.96617889	3.588866821e-002
5619	133.8626862	4.580347538	-44.57569504	3.999438923e-002
5620	135.2757874	4.474251747	-35.14068604	4.329867079e-002
5621	139.0094452	4.601685047	-25.63905525	4.721966616e-002
5622	139.4167175	4.558668137	-19.82971001	4.852252096e-002
5623	140.7627106	4.555299759	-2.071359873	5.085869634e-002
5624	140.0886078	4.51026535	5.983141899	5.03646952e-002
5625	138.4127808	4.398405552	10.51265621	4.921715663e-002
5626	138.1907043	4.421708107	15.92486668	4.84927732e-002
5627	138.8146362	4.524496555	20.99958992	4.797947258e-002
5628	139.6424866	4.647246838	25.31059074	4.750040534e-002
5629	136.4289856	4.536925793	33.78128433	4.404959327e-002
5630	134.6951599	4.498047352	38.40588379	4.207147504e-002
5631	130.8701782	4.591164589	53.07648087	3.613798617e-002
5632	129.6366577	4.647467613	57.75606155	3.419607674e-002
5633	127.2008057	4.618038654	62.11480331	3.201086656e-002
5634	121.3379135	4.489469051	69.7484436	2.792778105e-002
5635	118.8803101	4.507181168	74.27838135	2.589441829e-002
5636	116.2482834	4.560489178	79.51701355	2.368628338e-002
5637	111.8382721	4.459761143	83.52143097	2.16520184e-002
5638	100.7816544	4.679944038	100.4902725	1.551202331e-002
5639	97.31449127	4.639005184	103.1584244	1.45542308e-002
5640	94.51116943	4.69899559	106.7222519	1.352422169e-002
5641	86.28858948	4.427938461	109.2080002	1.24650378e-002
5642	87.33765411	4.678817749	112.3540039	1.192159925e-002
5643	79.8788147	4.66073513	117.5044479	1.063899163e-002
5644	73.5482254	4.577135563	120.3561859	9.929502085e-003
5645	69.28239441	4.630494595	123.6199646	9.304017112e-003
5646	53.12688446	4.244361401	126.1202393	8.522472854e-003
5647	42.02180862	4.226323128	129.9989777	7.825417924e-003
5648	35.59689713	4.815666199	139.5124359	6.801609288e-003
5649	31.575737	4.648122787	138.371582	6.846608812e-003
5650	8.336941719	4.543615818	140.3851166	6.280246453e-003
5651	-1.798167706	4.538617611	140.55867	6.059844509e-003
5652	-6.659101486	4.54092741	140.4411774	5.957148915e-003
5653	-11.35806084	4.526412487	139.9578247	5.87077966e-003
5654	-16.20145607	4.579267025	140.1425629	5.729790701e-003
5655	-21.20025253	4.507921219	138.574707	5.67552479e-003
5656	-29.88496017	4.275842667	133.9626465	5.636163223e-003
5657	-34.49235153	4.250315189	132.513855	5.548693025e-003
5658	-39.99565506	4.351886749	132.3100128	5.373804925e-003
5659	-64.87640381	4.553772926	124.9165115	4.771115982e-003
5660	-69.64211273	4.550607204	122.2782288	4.685772637e-003
5661	-73.31890106	4.537106037	119.9125214	4.626211194e-003
5662	-76.90137482	4.513249874	117.2913132	4.573386832e-003
5663	-80.79436493	4.541142464	115.0699387	4.495312169e-003
